-14, -14, -8, -5.64512e-31, 1.16807e-35, 3.28895e-36, 0, 0, 0, 0, 0, 0
-13.9995, -13.9995, -7.99292, 0.021647, 0.0216387, 0.140924, -0.0144664, 0.0144719, -3.61058e-07, -1.15711, 1.15755, -2.88715e-05
-13.9916, -13.9916, -7.9668, 0.154285, 0.154231, 0.37752, -0.0376762, 0.0376874, -1.04982e-06, -0.696982, 0.69699, -3.86504e-05
-13.9654, -13.9654, -7.91608, 0.381083, 0.380978, 0.633096, -0.0506536, 0.0506605, -1.42056e-06, -0.337137, 0.336793, -4.35869e-05
-13.914, -13.9141, -7.84116, 0.649979, 0.649866, 0.863441, -0.0560836, 0.0560784, -1.22418e-06, -0.0947962, 0.0941882, -4.63807e-05
-13.8352, -13.8352, -7.74466, 0.927203, 0.927155, 1.06621, -0.0566533, 0.0566306, -4.33961e-07, 0.0495101, -0.050292, -4.81502e-05
-13.729, -13.729, -7.62876, 1.19567, 1.19578, 1.25259, -0.0545148, 0.0544715, 7.82534e-07, 0.120518, -0.121373, -4.91747e-05
-13.5966, -13.5966, -7.49448, 1.44858, 1.44895, 1.43408, -0.0512322, 0.0511681, 2.11394e-06, 0.140626, -0.141437, -4.94541e-05
-13.4398, -13.4398, -7.34193, 1.6848, 1.68552, 1.6181, -0.0478545, 0.0477724, 3.14965e-06, 0.128276, -0.128892, -4.90815e-05
-13.2602, -13.26, -7.17067, 1.90631, 1.90745, 1.80786, -0.0450123, 0.0449196, 3.4109e-06, 0.098126, -0.0983526, -4.86159e-05
-13.0589, -13.0587, -6.98013, 2.11673, 2.11833, 2.00363, -0.0430088, 0.0429182, 2.38625e-06, 0.0615426, -0.0611339, -4.77777e-05
-12.837, -12.8366, -6.76975, 2.3203, 2.32229, 2.20414, -0.0418966, 0.0418275, -4.58034e-07, 0.0271271, -0.025799, -4.7964e-05
-12.595, -12.5943, -6.53917, 2.52098, 2.5232, 2.40769, -0.0415405, 0.0415196, -5.68373e-06, 0.00128133, 0.00127844, -4.97335e-05
-12.3328, -12.3319, -6.28815, 2.72178, 2.72391, 2.61263, -0.041666, 0.0417277, -1.38737e-05, -0.0112565, 0.015341, -5.39244e-05
-12.0506, -12.0495, -6.01664, 2.92413, 2.92567, 2.81749, -0.0418953, 0.0420803, -2.56253e-05, -0.00697888, 0.0128123, -6.16544e-05
-11.748, -11.7468, -5.72473, 3.12741, 3.12764, 3.02075, -0.0417754, 0.042128, -4.15108e-05, 0.0165975, -0.00895189, -7.42273e-05
-11.4252, -11.4241, -5.41269, 3.32847, 3.32648, 3.22023, -0.0408058, 0.0413683, -6.19803e-05, 0.0607895, -0.0515334, -9.27606e-05
-11.0826, -11.0818, -5.0811, 3.52141, 3.51611, 3.41206, -0.0384752, 0.0392797, -8.72393e-05, 0.125176, -0.1149, -0.000119117
-10.7215, -10.7215, -4.73108, 3.69758, 3.68783, 3.58922, -0.0343186, 0.0353757, -0.000117125, 0.206612, -0.19641, -0.00015488
-10.3441, -10.3453, -4.36469, 3.84635, 3.83116, 3.7398, -0.0280013, 0.0292868, -0.000151074, 0.297979, -0.289489, -0.000201819
-9.95358, -9.95664, -3.98549, 3.95691, 3.93564, 3.84549, -0.019429, 0.0208712, -0.000188271, 0.387295, -0.382631, -0.000260864
-9.55432, -9.55981, -3.59918, 4.02121, 3.99389, 3.88161, -0.00885875, 0.0103305, -0.000228007, 0.458347, -0.45983, -0.000329083
-9.15099, -9.15948, -3.21303, 4.03775, 4.00509, 3.84162, 0.00306039, -0.00173106, -0.000270357, 0.495633, -0.504563, -0.00039437
-8.74827, -8.76024, -2.83397, 4.00941, 3.9726, 3.73888, 0.0154264, -0.0143964, -0.000316113, 0.494031, -0.507948, -0.000457001
-8.35045, -8.36625, -2.46718, 3.93996, 3.90041, 3.59581, 0.0273399, -0.0266948, -0.000364922, 0.458752, -0.474494, -0.000533182
-7.9615, -7.98133, -2.11577, 3.833, 3.79217, 3.4308, 0.0380916, -0.037854, -0.000415365, 0.400083, -0.415839, -0.000625709
-7.58495, -7.60887, -1.78149, 3.69287, 3.65215, 3.25325, 0.0472236, -0.0473743, -0.000465968, 0.328261, -0.342607, -0.000730715
-7.22386, -7.25179, -1.46537, 3.52499, 3.48565, 3.06734, 0.0545072, -0.0549897, -0.000514586, 0.251712, -0.263176, -0.000846851
-6.88068, -6.91244, -1.16819, 3.33559, 3.29866, 2.875, 0.0598971, -0.0606164, -0.000557806, 0.176824, -0.18384, -0.00097407
-6.55726, -6.59255, -0.890495, 3.13106, 3.09715, 2.67789, 0.0634838, -0.0643035, -0.000590763, 0.107955, -0.108835, -0.00111163
-6.25479, -6.29332, -0.632663, 2.91737, 2.88657, 2.47821, 0.0654452, -0.066186, -0.000607321, 0.0475882, -0.0405627, -0.0012577
-5.97392, -6.0154, -0.394798, 2.69976, 2.6715, 2.27897, 0.0660051, -0.0664441, -0.000600586, -0.00329702, 0.0200082, -0.00140765
-5.71483, -5.75906, -0.17667, 2.48265, 2.45549, 2.08385, 0.0654003, -0.0652732, -0.000563738, -0.0447839, 0.0728017, -0.00155452
-5.47727, -5.52426, 0.0223297, 2.26979, 2.24131, 1.89669, 0.0638584, -0.0628672, -0.000491117, -0.0775941, 0.118134, -0.00168835
-5.26063, -5.31068, 0.203093, 2.06488, 2.03157, 1.71937, 0.0615846, -0.0594121, -0.000379446, -0.102838, 0.156344, -0.00179782
-5.06393, -5.11774, 0.366618, 1.87149, 1.82867, 1.55206, 0.0587554, -0.055091, -0.000229135, -0.121681, 0.187343, -0.00187005
-4.88585, -4.94466, 0.513844, 1.69285, 1.63478, 1.39347, 0.0555177, -0.0500984, -4.58395e-05, -0.135318, 0.210212, -0.00189147
-4.72479, -4.79043, 0.645558, 1.53143, 1.45166, 1.24182, 0.0519817, -0.0446651, 0.000157049, -0.14548, 0.222926, -0.00185263
-4.57894, -4.65391, 0.762358, 1.38873, 1.28068, 1.09515, 0.048213, -0.0390791, 0.000357129, -0.15399, 0.22283, -0.00175475
-4.44641, -4.53386, 0.864715, 1.26478, 1.1227, 0.952852, 0.0442402, -0.0336717, 0.000527394, -0.161986, 0.209023, -0.00161282
-4.3254, -4.42893, 0.95314, 1.15821, 0.978105, 0.816397, 0.0400808, -0.0287589, 0.000645362, -0.169192, 0.183582, -0.00145044
-4.21429, -4.33781, 1.02844, 1.06645, 0.84683, 0.690321, 0.0357793, -0.024569, 0.000701233, -0.173688, 0.151418, -0.00128867
-4.11173, -4.25915, 1.09189, 0.986587, 0.72884, 0.57905, 0.0314297, -0.0211993, 0.000699717, -0.173383, 0.11812, -0.00113775
-4.01668, -4.19162, 1.14501, 0.915957, 0.624337, 0.483837, 0.0271609, -0.0186263, 0.000654806, -0.167528, 0.0877516, -0.00100001
-3.92833, -4.13386, 1.18939, 0.852195, 0.533305, 0.404116, 0.0231051, -0.0167472, 0.000583071, -0.156572, 0.0626472, -0.000876654
-3.8461, -4.08454, 1.2265, 0.793336, 0.45532, 0.338374, 0.0193746, -0.015418, 0.000499424, -0.141681, 0.0437593, -0.000768015
-3.76956, -4.0424, 1.25765, 0.737888, 0.38953, 0.2847, 0.0160484, -0.0144844, 0.000415239, -0.124326, 0.0309873, -0.000673206
-3.69845, -4.00628, 1.28393, 0.684844, 0.334744, 0.241112, 0.0131692, -0.013803, 0.000337959, -0.10598, 0.0235678, -0.000591669
-3.63254, -3.97514, 1.30627, 0.633641, 0.289553, 0.205747, 0.0107454, -0.0132541, 0.000271555, -0.08792, 0.0203709, -0.000522192
-3.57167, -3.9481, 1.3254, 0.584077, 0.252471, 0.176968, 0.00875738, -0.0127475, 0.000217344, -0.0711265, 0.0201715, -0.000463798
-3.51567, -3.92442, 1.34192, 0.536208, 0.222048, 0.1534, 0.00716529, -0.0122228, 0.00017487, -0.0562497, 0.0218071, -0.000414578
-3.46437, -3.90351, 1.35628, 0.490252, 0.196954, 0.133928, 0.00591689, -0.0116464, 0.000142673, -0.0436295, 0.0243065, -0.000373181
-3.41755, -3.8849, 1.36886, 0.446494, 0.176032, 0.117677, 0.00495462, -0.011006, 0.000118869, -0.0333559, 0.0269234, -0.000338023
-3.37499, -3.8682, 1.37994, 0.405223, 0.158324, 0.103971, 0.00422123, -0.0103051, 0.000101533, -0.0253171, 0.02915, -0.000307988
-3.33642, -3.85315, 1.38976, 0.366686, 0.143071, 0.0922959, 0.0036638, -0.00955698, 8.89404e-05, -0.0192766, 0.0306924, -0.000281911
